鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),現況格局-房,現況格局-廳,現況格局-衛,現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),備註
北區,地+建+車,延平路一段361～390號,25.987,,鄉村區,乙建25.987,10411,土地1建物1車位1,A三層=67.18,11層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,152.696,3房,1廳,2衛,有隔間,有管理組織,8270000,189528,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第288890號。
房地總價已含收件字第288890號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.987,,鄉村區,乙建25.987,10411,土地1建物1車位1,A三層=67.18,11層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,149.599,3房,1廳,2衛,有隔間,有管理組織,7900000,184966,坡道平面,26.28,0,土地及建物分次登記案件，前案土地登記收件字號第288890號。
房地總價已含收件字第288890號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.255,,鄉村區,乙建25.255,10411,土地1建物1車位1,A四層=65.26,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,149.437,3房,1廳,2衛,有隔間,有管理組織,7800000,184485,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第288890號。
房地總價已含收件字第288890號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.987,,鄉村區,乙建25.987,10411,土地1建物1車位1,A三層=67.18,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,149.613,3房,1廳,2衛,有隔間,有管理組織,7890000,184678,坡道平面,26.28,0,土地及建物分次登記案件，前案土地登記收件字號第288890號。
房地總價已含收件字第288890號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.987,,鄉村區,乙建25.987,10411,土地1建物1車位1,A五層=67.18,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,152.71,3房,1廳,2衛,有隔間,有管理組織,8060000,186558,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第288890號。
房地總價已含收件字第288890號。,,,,,,,,,,,,,,,,,,,,,,,,,,
香山區,土地,東香段571～600地號,14129.96,,山坡地保育區,特定12421.56國安1708.4,10409,土地5,,,土地,,,,0,,,,有隔間,無管理組織,341945032,80000,,0,0,無
北區,地+建,光華二街１０８巷1～30號,12.53,住12.53,,,10501,建物1,A二層=30.36,5層,套房,住家用,鋼筋混凝土造,7807,32.52,1房,1廳,1衛,有隔間,無管理組織,2300000,233804,,0,0,無
北區,地+建+車,榮濱路91～120號,14.447,商14.447,,,10411,土地1建物1車位1,A一層=59.14,15層,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,119.01,,1廳,1衛,有隔間,有管理組織,7560000,238823,坡道平面,26.13,0,私契立約日102.9.24
公設面積含車位,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,榮濱路91～120號,13.674,商13.674,,,10411,土地1建物1車位1,A一層=62.53,15層,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,111.469,,1廳,1衛,有隔間,有管理組織,7410000,254114,坡道平面,26.13,0,私契立約日102.9.24
公設面積含車位,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,榮濱路91～120號,13.674,商13.674,,,10411,土地1建物1車位1,A一層=64.15,15層,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,115.049,,1廳,1衛,有隔間,有管理組織,7180000,235332,坡道平面,26.13,0,私契立約日102.9.24
公設面積含車位,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,榮濱路61～90號,15.221,商15.221,,,10411,土地1建物1車位1,A一層=59.25,15層,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,127.111,,1廳,1衛,有隔間,有管理組織,7910000,239516,坡道平面,30.36,0,私契立約日102.9.24
公設面積含車位,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,榮濱路61～90號,14.705,商14.705,,,10411,土地1建物1車位1,A一層=59.20,15層,店面,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,125.743,,1廳,1衛,有隔間,有管理組織,8000000,244339,坡道平面,30.36,0,私契立約日102.9.24
公設面積含車位,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,地+建+車,東光路31～60號,28.476,商28.242它0.234,,,10412,土地2建物1車位1,A六層=181.26,10層,廠辦,工業用，共同使用部份,鋼筋混凝土造,8212,253.448,1房,,,有隔間,有管理組織,14000000,182605,坡道平面,0,0,無
北區,地+建+車,延平路一段361～390號,25.987,,鄉村區,乙建25.987,10412,土地1建物1車位1,A十一層=67.18,11層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,152.701,3房,1廳,2衛,有隔間,有管理組織,8850000,205069,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.255,,鄉村區,乙建25.255,10412,土地1建物1車位1,A十層=65.26,11層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,149.302,3房,1廳,2衛,有隔間,有管理組織,8580000,203438,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.255,,鄉村區,乙建25.255,10412,土地1建物1車位1,A三層=65.26,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,146.34,3房,1廳,2衛,有隔間,有管理組織,7720000,185031,坡道平面,26.28,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.255,,鄉村區,乙建25.255,10412,土地1建物1車位1,A八層=65.26,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,149.437,3房,1廳,2衛,有隔間,有管理組織,8170000,194673,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,地+建,明湖路１０５０巷61～90號,13.152,,山坡地保育區，鄉村區,丙建6.806,10501,土地6建物1,A五層=17.33,7層,套房,住家用,鋼筋混凝土造,8303,20.4,1房,1廳,1衛,有隔間,有管理組織,940000,152325,,0,0,無
北區,地+建+車,延平路一段361～390號,25.255,,鄉村區,乙建25.255,10412,土地1建物1車位1,A十層=65.26,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,146.344,3房,1廳,2衛,有隔間,有管理組織,8320000,198792,坡道平面,26.28,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.987,,鄉村區,乙建25.987,10412,土地1建物1車位1,A四層=67.18,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,149.613,3房,1廳,2衛,有隔間,有管理組織,7820000,180121,坡道平面,26.28,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.987,,鄉村區,乙建25.987,10412,土地1建物1車位1,A七層=67.18,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,149.613,3房,1廳,2衛,有隔間,有管理組織,7980000,184410,坡道平面,26.28,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.987,,鄉村區,乙建25.987,10412,土地1建物1車位1,A十層=67.18,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,152.71,3房,1廳,2衛,有隔間,有管理組織,8470000,197548,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.418,,鄉村區,乙建25.418,10412,土地1建物1車位1,A三層=65.68,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,150.028,3房,1廳,2衛,有隔間,有管理組織,7990000,186048,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.418,,鄉村區,乙建25.418,10412,土地1建物1車位1,A八層=65.68,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,150.028,3房,1廳,2衛,有隔間,有管理組織,7980000,185774,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第004750號。
房地總價已含收件字第004750號。,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,地+建,關新路1～30號,3.93,它3.93,,,10412,土地1建物1,A四層=19.07,18層,套房,見其他登記事項,鋼筋混凝土造,9709,31.578,1房,1廳,1衛,有隔間,有管理組織,3000000,314061,,0,0,無
東區,地+建,民權路211～240號,51,商51,,,10412,土地1建物1,A六層=267.12,7層,華廈,商業用,鋼筋混凝土造,7007,267.12,3房,1廳,2衛,有隔間,無管理組織,17500000,216574,,0,0,無
北區,土地,港北段31～60地號,102.099,它102.099,,,10412,土地1,,,土地,,,,0,,,,有隔間,無管理組織,2162300,70011,,0,0,無
東區,地+建+車,關新路１９巷91～120號,16.286,它15.856住0.076,,,10412,土地3建物1車位1,A六層=76.02,14層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,9710,147.131,3房,2廳,2衛,有隔間,有管理組織,11000000,247152,坡道平面,0,0,1.策略性產業辦公室，現況為住家使用2.另有公設權狀
東區,土地,水源段841～870地號,284.481,,特定農業區,農牧284.481,10501,土地1,,,土地,,,,0,,,,有隔間,無管理組織,9466250,110002,,0,0,無
北區,地+建,經國路二段１９５巷1～30號,15.894,商15.894,,,10412,土地1建物1,A三層=58.81,7層,華廈,共同使用部份,見其他登記事項,10205,83.006,3房,3廳,3衛,有隔間,有管理組織,7250000,288738,,0,0,無
北區,地+建+車,光華二街８１巷１０弄61～90號,30.166,住30.166,,,10411,土地1建物1車位1,A四層=90.07,6層,華廈,共同使用部份，住家用,鋼筋混凝土造,8305,133.767,3房,2廳,2衛,有隔間,無管理組織,6000000,148278,升降機械,0,0,無
東區,地+建+車,寶山路４５２巷２弄1～30號,33.846,住33.846,,,10411,土地1建物1車位1,A三層=88.35,10層,華廈,見其他登記事項,鋼筋混凝土造,9903,196.844,3房,2廳,2衛,有隔間,有管理組織,9500000,159543,坡道平面,0,0,無
北區,地+建+車,凌雲街91～120號,48.982,住48.982,,,10412,土地1建物1車位1,A一層=105.00,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,189.297,3房,2廳,2衛,有隔間,有管理組織,5130670,89599,坡道平面,0,0,國防部眷村改建於護價售現役官兵
東區,地+建,光復路二段721～750號,4.946,它4.946,,,10412,土地1建物1,A六層=14.39,7層,套房,住家用，共同使用部份,鋼筋混凝土造,8111,28.792,1房,1廳,1衛,有隔間,有管理組織,1500000,172225,,0,0,無
香山區,地+建,中山路７１４巷1～30號,44,住44,,,10411,土地1建物1,A一層=31.50，二層=31.50，三層=14.49,3層,透天厝,住家用,加強磚造,6612,77.49,4房,2廳,1衛,有隔間,無管理組織,3160000,134808,,0,0,無
香山區,地+建,海埔路１５１巷31～60號,82.32,,鄉村區,乙建82.32,10412,土地2建物1,A一層=47.65，二層=49.34，三層=48.96，四層=48.02，見其他登記事項=6.26,4層,透天厝,見其他登記事項,鋼筋混凝土造,10410,221.44,4房,1廳,5衛,有隔間,無管理組織,8700000,129879,,0,0,無
香山區,地+建,海埔路１５１巷31～60號,85.87,,鄉村區,乙建85.87,10412,土地2建物1,A一層=47.65，二層=49.30，三層=49.00，四層=48.02，見其他登記事項=6.79,4層,透天厝,見其他登記事項,鋼筋混凝土造,10410,221.85,4房,1廳,5衛,有隔間,無管理組織,8800000,131129,,0,0,無
香山區,土地,樹下段1531～1560地號,1594.06,,鄉村區,乙建1594.06,10412,土地22,,,土地,,,,0,,,,有隔間,無管理組織,134052477,278000,,0,0,無
東區,地+建+車,建華街1～30號,127.426,住127.425,,,10411,土地1建物3車位2,A六層=157.99，四層=157.99，五層=157.99,7層,華廈,見其他登記事項，住家用,鋼筋混凝土造,8604,681.013,,,1衛,無隔間,無管理組織,21500000,104366,升降機械,0,0,"與收件號283160,283180係同一私契買賣,三棟成交價為21500000"
東區,地+建,光復里東明街211～240號,7.96,它7.96,,,10412,土地1建物1,A三層=18.13,11層,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,10310,49.93,1房,1廳,1衛,有隔間,有管理組織,4000000,264831,,0,0,無
東區,地+建,光復里東明街211～240號,8.04,它8.04,,,10412,土地1建物1,A十一層=18.23,11層,套房,見其他登記事項，共同使用部份,鋼筋混凝土造,10310,50.515,1房,1廳,1衛,有隔間,有管理組織,3760000,246062,,0,0,無
香山區,地+建,牛埔路７８巷1～30號,247,住247,,,10412,土地1建物1,A一層=147.94,1層,透天厝,住家用,見其他登記事項,8707,147.94,1房,1廳,1衛,有隔間,無管理組織,19000000,424563,,0,0,無
東區,土地,東光段991～1020地號,751,它751,,,10412,土地2,,,土地,,,,0,,,,有隔間,無管理組織,76760000,337886,,0,0,無
東區,地+建,經國路一段４５４巷31～60號,28.528,它9.148住19.381,,,10412,土地2建物1,A二層=70.59,7層,華廈,住家用,鋼筋混凝土造,8001,79.61,2房,2廳,2衛,有隔間,有管理組織,3440000,142845,,0,0,無
北區,地+建,經國路二段151～180號,6.404,住3.288商3.116,,,10412,土地2建物1,A四層=26.89,10層,套房,,鋼筋混凝土造,9707,27.4,1房,1廳,1衛,有隔間,有管理組織,3150000,380045,,0,0,無
北區,地+建+車,凌雲街31～60號,53.498,住53.498,,,10412,土地1建物1車位1,A六層=116.63,14層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,207.029,3房,2廳,2衛,有隔間,有管理組織,5609520,89571,坡道平面,0,0,向政府機關承購之案件。
北區,地+建+車,凌雲街31～60號,53.151,住53.151,,,10412,土地1建物1車位1,A十一層=116.63,13層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,205.344,3房,2廳,2衛,有隔間,有管理組織,5565983,89605,坡道平面,0,0,向政府機關承購之案件。
北區,地+建+車,凌雲街31～60號,48.982,住48.982,,,10412,土地1建物1車位1,A一層=105.47,11層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,189.517,3房,2廳,2衛,有隔間,有管理組織,5135267,89575,坡道平面,0,0,向政府機關承購之案件。
北區,地+建+車,凌雲街31～60號,47.592,住47.592,,,10412,土地1建物1車位1,A一層=101.46,11層,住宅大樓,見其他登記事項,鋼筋混凝土造,9803,183.488,3房,2廳,2衛,有隔間,有管理組織,4975952,89648,坡道平面,0,0,向政府機關承購之案件。
香山區,地+建,南勢街61～90號,106.83,,鄉村區,乙建106.83,10411,土地1建物1,A一層=54.72，二層=54.72，三層=51.08，四層=51.08，五層=33.85，見其他登記事項=25.81,5層,透天厝,見其他登記事項,鋼筋混凝土造,10402,302.19,5房,2廳,6衛,有隔間,無管理組織,21000000,229728,,0,0,權利人共二位.
北區,地+建,經國路二段151～180號,12.5,商12.5,,,10412,土地2建物1,A九層=82.58,10層,華廈,住家用，共同使用部份,鋼筋混凝土造,8410,123.343,3房,2廳,2衛,有隔間,有管理組織,4700000,125967,,0,0,陽台外推
香山區,地+建+車,中華路四段271～300號,29.628,住29.628,,,10411,土地1建物1車位1,A四層=102.38,13層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,193.227,4房,2廳,2衛,有隔間,有管理組織,9230000,166625,坡道平面,31.93,1100000,土地及建物分次登記案件。前案土地登記收件字號：001230。
香山區,地+建+車,中華路四段271～300號,23.26,住23.26,,,10411,土地1建物1車位2,A一層=81.45,13層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10405,194.078,3房,2廳,2衛,有隔間,有管理組織,8500000,161229,坡道平面,65.93,2250000,土地及建物分次登記案件。前案土地登記收件字號：001230。
香山區,地+建,中山路６４０巷４５３弄1～30號,72.429,住72.429,,,10412,土地2建物1,A一層=36.09，二層=36.09，三層=36.09，四層=36.09，見其他登記事項=18.54,4層,透天厝,見其他登記事項,鋼筋混凝土造,9602,192.9,4房,2廳,3衛,有隔間,無管理組織,11380000,195022,,0,0,無
北區,地+建+車,延平路一段361～390號,25.987,,鄉村區,乙建25.987,10412,土地1建物1車位1,A八層=67.18,11層,住宅大樓,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,152.696,3房,1廳,2衛,有隔間,有管理組織,8520000,198911,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第277030號。
房地總價已含收件字第277030號。,,,,,,,,,,,,,,,,,,,,,,,,,,
北區,地+建+車,延平路一段361～390號,25.255,,鄉村區,乙建25.255,10412,土地1建物1車位1,A五層=65.26,11層,華廈,見其他登記事項，共同使用部份,鋼筋混凝土造,10406,149.437,3房,1廳,2衛,有隔間,有管理組織,9090000,201085,坡道平面,29.38,0,土地及建物分次登記案件，前案土地登記收件字號第277030號。
